x_out,y_out
-0.49905410408973694,0.5957619547843933
-0.48220762610435486,0.5643292665481567
-0.44233518838882446,0.48523595929145813
-0.40169087052345276,0.4244323968887329
-0.3550018072128296,0.37048810720443726
-0.3049372732639313,0.3178950250148773
-0.2629266083240509,0.2767155170440674
-0.2155463844537735,0.23279400169849396
-0.1767752766609192,0.19668634235858917
-0.13469484448432922,0.15777228772640228
-0.09850265085697174,0.1237337589263916
-0.06456504017114639,0.09010092169046402
-0.03241220861673355,0.05833476409316063
-0.00701973307877779,0.033319663256406784
0.023087376728653908,0.0028628576546907425
0.050006356090307236,-0.02516142651438713
0.07285567373037338,-0.052419502288103104
0.09590259194374084,-0.07833525538444519
0.11370068788528442,-0.09861388057470322
0.131070077419281,-0.12062444537878036
0.14858758449554443,-0.1443648636341095
0.16409119963645935,-0.164085254073143
0.1788635551929474,-0.1837526112794876
0.19079123437404633,-0.20158100128173828
0.2027047872543335,-0.21694718301296234
0.2158265858888626,-0.2339208424091339
0.2272638976573944,-0.24861790239810944
0.23847301304340363,-0.2638736963272095
0.2482321709394455,-0.27769315242767334
0.2579140067100525,-0.29064857959747314
0.2677362859249115,-0.30328482389450073
0.27559414505958557,-0.31338784098625183
0.28310173749923706,-0.3240150213241577
0.2914664149284363,-0.3362742066383362
0.29793861508369446,-0.34655532240867615
0.30405929684638977,-0.3561934232711792
0.31033268570899963,-0.36568784713745117
0.3168683350086212,-0.3762073516845703
0.3213770389556885,-0.3836975693702698
0.3260994851589203,-0.39131516218185425
0.330814391374588,-0.3993946313858032
0.3355458676815033,-0.40803229808807373
0.339535653591156,-0.41611894965171814
0.3432587683200836,-0.42323893308639526
0.3461195230484009,-0.4293680787086487
0.34823283553123474,-0.4339989423751831
0.35020938515663147,-0.4386158585548401
0.35261717438697815,-0.4442090690135956
0.3550575375556946,-0.4502248466014862
0.3572138845920563,-0.4557519257068634
0.3589511811733246,-0.4601847231388092
0.36083516478538513,-0.4647386968135834
0.36297011375427246,-0.46980804204940796
0.3648356795310974,-0.47409772872924805
